,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
3854,Color,R,283.0,133.0,219.0,701.0,Mary McDonnell,15000.0,727883.0,Drama|Sci-Fi|Thriller,Jake Gyllenhaal,Donnie Darko ,580999,17040,1980s|death|insanity|parallel universe|time travel,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,2110.0,English,USA,R,4500000.0,2001.0,933.0,8.1,2.35,33000
3855,Color,PG-13,16.0,105.0,5.0,122.0,Gerardo Taracena,274.0,1391770.0,Adventure|Comedy|Western,Jaime Camil,Saving Private Perez ,1592,793,conflicted hero|flashback|mission|rescue|rescue mission,6,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,14.0,Spanish,Mexico,PG-13,39752620.436387606,2011.0,154.0,6.0,2.35,0
3856,Color,R,54.0,122.0,4.0,3.0,Fedja van Huêt,25.0,713413.0,Crime|Drama|Mystery,Jan Decleir,Character ,9171,48,bailiff|lawyer|office|police|school,1,bailiff|lawyer|office|police|school,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,68.0,Dutch,Netherlands,R,4500000.0,1997.0,20.0,7.8,1.85,689
3857,Color,R,92.0,106.0,68.0,391.0,Nicholas Gonzalez,835.0,410241.0,Comedy|Crime|Drama,Patrick Fugit,Spun ,32357,2110,male nudity|meth|meth lab|nudity|speed freak,0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,199.0,English,USA,R,2000000.0,2002.0,601.0,6.8,1.85,3000
3858,Color,R,159.0,98.0,377.0,844.0,Shirley Henderson,1000.0,278821.0,Comedy|Drama,Rich Pecci,Life During Wartime ,5465,5041,forgiveness|ghost|new jersey|pedophile|three sisters,1,forgiveness|ghost|new jersey|pedophile|three sisters,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,37.0,English,USA,R,39752620.436387606,2009.0,887.0,6.5,1.85,0
3859,Color,R,202.0,112.0,0.0,38.0,Yeong-ae Lee,717.0,211667.0,Crime|Drama,Min-sik Choi,Lady Vengeance ,53508,907,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,131.0,Korean,South Korea,R,4200000000.0,2005.0,126.0,7.7,2.35,4000
3860,Color,Desconocido,50.0,120.0,0.0,9.0,Clovis Fouin,24.0,706622.0,Biography|Drama|Music|Romance,Nicolas Giraud,Mozart's Sister ,1213,53,mozart|musical prodigy|royal court|singer|talent,2,mozart|musical prodigy|royal court|singer|talent,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,17.0,French,France,Desconocido,39752620.436387606,2010.0,12.0,6.4,1.85,0
3861,Color,R,54.0,99.0,0.0,798.0,Jason Flemyng,26000.0,92191.0,Comedy|Drama|Sport,Jason Statham,Mean Machine ,29463,29325,inmate|prison|prison guard|soccer|soccer star,1,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,84.0,English,UK,R,2500000.0,2001.0,1000.0,6.5,1.85,0
3862,Color,R,98.0,110.0,143.0,76.0,Anthony Chau-Sang Wong,155.0,49413.0,Action|Crime|Thriller,Simon Yam,Exiled ,6919,398,baby|friendship|macau|practical joke|selfie,0,baby|friendship|macau|practical joke|selfie,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,26.0,Cantonese,Hong Kong,R,35000000.0,2006.0,96.0,7.3,2.35,528
3863,Color,R,92.0,102.0,3.0,327.0,Dominique McElligott,820.0,199652.0,Action|Adventure|Western,Sam Shepard,Blackthorn ,7390,1950,assumed identity|bolivia|butch cassidy|doctor|thief,0,assumed identity|bolivia|butch cassidy|doctor|thief,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,40.0,English,Spain,R,39752620.436387606,2011.0,356.0,6.6,2.35,0
3864,Color,R,112.0,109.0,187.0,0.0,Artyom Bogucharskiy,129.0,181655.0,Crime|Drama,Oksana Akinshina,Lilya 4-Ever ,35464,131,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,1,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,206.0,Russian,Sweden,R,39752620.436387606,2002.0,2.0,7.9,1.85,0
3865,Color,R,138.0,104.0,0.0,329.0,Josh Charles,14000.0,108229.0,Drama|Horror|Mystery|Thriller,Liam Neeson,After.Life ,30836,15860,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,1,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,137.0,English,USA,R,4500000.0,2009.0,1000.0,5.9,2.35,7000
3866,Color,Desconocido,9.0,134.0,0.0,62.0,Sana Saeed,327.0,48468407.52680933,Drama|Thriller,Jimmy Shergill,Fugly ,781,496,Desconocido,4,Desconocido,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,7.0,Hindi,India,Desconocido,39752620.436387606,2014.0,82.0,4.7,2.22040305473059,62
3867,Color,R,149.0,133.0,869.0,425.0,Michael Berryman,888.0,112000000.0,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest ,680041,2176,1960s|escape|mental institution|nurse|sexuality,0,1960s|escape|mental institution|nurse|sexuality,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,760.0,English,USA,R,4400000.0,1975.0,721.0,8.7,1.85,32000
3868,Color,PG,5.0,85.0,358.0,212.0,Dove Cameron,19000.0,48468407.52680933,Comedy,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,917,20397,cabinet|carnival|halloween|soul|temptress,3,cabinet|carnival|halloween|soul|temptress,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,4.0,English,USA,PG,4400000.0,2015.0,570.0,5.9,1.78,224
3869,Color,PG,39.0,87.0,0.0,753.0,Dom DeLuise,898.0,48468407.52680933,Comedy|Romance,Sid Caesar,Silent Movie ,12666,2951,black comedy|friend|modern silent movie|silent movie|two word title,0,black comedy|friend|modern silent movie|silent movie|two word title,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,61.0,0.0,USA,PG,4400000.0,1976.0,842.0,6.7,1.85,629
3870,Color,Desconocido,39.0,130.0,6.0,12.0,Sameer Ali Khan,85.0,48468407.52680933,Action|Drama|History|Thriller|War,Nimrat Kaur,Airlift ,30977,151,1990s|businessman|evacuation|historical fiction|kuwait,1,1990s|businessman|evacuation|historical fiction|kuwait,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,178.0,Hindi,India,Desconocido,4400000.0,2016.0,26.0,8.5,2.35,10000
3871,Color,TV-G,2.0,199.0,686.5092123911724,505.0,Jonathan Crombie,662.0,48468407.52680933,Drama|Family,Zack Ward,Anne of Green Gables             ,14251,2667,girl|heroine|kindred spirit|orphan|rural setting,0,girl|heroine|kindred spirit|orphan|rural setting,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,74.0,English,Canada,TV-G,39752620.436387606,2002.4705167173252,517.0,8.4,1.33,0
3872,Color,R,29.0,103.0,249.0,261.0,Michael J. Morris,2000.0,8691.0,Action|Adventure,Michael Jai White,Falcon Rising ,4952,3089,Desconocido,1,Desconocido,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,32.0,English,USA,R,4500000.0,2014.0,298.0,5.8,2.22040305473059,0
3873,Color,R,111.0,112.0,63.0,422.0,Ray Winstone,2000.0,26345.0,Action|Crime|Drama,Hayley Atwell,The Sweeney ,16445,4810,bank|criminal|detective|flying squad|policewoman,4,bank|criminal|detective|flying squad|policewoman,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,99.0,English,UK,R,3000000.0,2012.0,1000.0,6.1,2.35,0
3874,Color,R,149.0,89.0,143.0,100.0,James Fox,1000.0,6940281.0,Crime|Thriller,Ray Winstone,Sexy Beast ,43135,1291,boulder|gangster|one last job|spain|villa,6,boulder|gangster|one last job|spain|villa,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,346.0,English,UK,R,39752620.436387606,2000.0,146.0,7.3,2.35,0
3875,Color,R,90.0,124.0,79.0,93.0,Fares Fares,309.0,188870.0,Action|Crime|Drama|Thriller,Fabian Bolin,Easy Money ,13443,857,double life|drugs|financial crisis|first part|serbian,1,double life|drugs|financial crisis|first part|serbian,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,25.0,Swedish,Sweden,R,39752620.436387606,2010.0,254.0,6.7,2.35,0
3876,Color,PG-13,149.0,101.0,51.0,8.0,Rawiri Paratene,446.0,20772796.0,Drama|Family,Keisha Castle-Hughes,Whale Rider ,34232,497,girl|maori|new zealand|tradition|whale,1,girl|maori|new zealand|tradition|whale,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,346.0,English,New Zealand,PG-13,6000000.0,2002.0,20.0,7.6,2.35,0
3877,Color,Desconocido,12.0,133.0,12.0,106.0,Abhishek Bachchan,464.0,199228.0,Comedy|Drama,Vidya Balan,Paa ,7295,1045,adult actor playing minor|politician|progeria|reference to spiderman|school,0,adult actor playing minor|politician|progeria|reference to spiderman|school,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,49.0,Hindi,India,Desconocido,150000000.0,2009.0,374.0,7.2,2.35,504
3878,Color,Desconocido,64.0,112.0,0.0,7.0,Claude-Oliver Rudolph,29.0,48468407.52680933,Mystery|Sci-Fi|Thriller,Yangzom Brauen,Cargo ,15780,61,23rd century|lucid dream|outer space|space travel|trapped in space,0,23rd century|lucid dream|outer space|space travel|trapped in space,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,62.0,German,Switzerland,Desconocido,4500000.0,2009.0,9.0,6.2,2.35,2000
3879,Color,PG,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Adventure|Family|Fantasy,Hugh Jackman,Pan ,39975,21404,1940s|child hero|fantasy world|orphan|reference to peter pan,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186.0,English,USA,PG,150000000.0,2015.0,559.0,5.8,2.35,24000
3880,Color,TV-G,57.0,98.0,197.0,578.0,Corbin Bleu,755.0,48468407.52680933,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical ,59254,2553,audition|basketball|high school|singing|teenager,0,audition|basketball|high school|singing|teenager,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,726.0,English,USA,TV-G,4200000.0,2006.0,632.0,5.2,1.33,0
3881,Color,Desconocido,8.0,60.0,686.5092123911724,551.0,Daniella Alonso,1000.0,48468407.52680933,Crime|Drama,Dorian Missick,Animal Kingdom             ,3673,3026,based on film|brother brother relationship|crime family|remake|southern california,0,based on film|brother brother relationship|crime family|remake|southern california,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,23.0,English,USA,Desconocido,39752620.436387606,2002.4705167173252,557.0,8.1,16.0,0
3882,Color,PG-13,50.0,93.0,23.0,130.0,Maury Chaykin,471.0,2542264.0,Comedy|Drama,Jason Priestley,Love and Death on Long Island ,3407,938,actor|love|obsession|obsessive love|star,1,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,48.0,English,UK,PG-13,39752620.436387606,1997.0,232.0,7.1,1.85,61
3883,Color,R,232.0,104.0,335.0,16.0,Aleksey Chadov,114.0,1487477.0,Fantasy|Thriller,Konstantin Khabenskiy,Night Watch ,47097,206,battle|bridge|mother son relationship|supernatural power|vampire,0,battle|bridge|mother son relationship|supernatural power|vampire,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,310.0,Russian,Russia,R,4200000.0,2004.0,28.0,6.5,1.85,0
3884,Color,R,63.0,112.0,277.0,327.0,Miranda Richardson,1000.0,62549000.0,Crime|Drama|Romance|Thriller,Jim Broadbent,The Crying Game ,41361,2412,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,148.0,English,UK,R,2300000.0,1992.0,530.0,7.3,2.35,0
3885,Color,R,75.0,94.0,84.0,95.0,Susan Clark,110.0,105500000.0,Comedy,Art Hindle,Porky's ,31260,582,female full frontal nudity|revenge|school|sheriff|virginity,0,female full frontal nudity|revenge|school|sheriff|virginity,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,152.0,English,Canada,R,4000000.0,1981.0,95.0,6.2,1.85,0
3886,Color,R,274.0,90.0,0.0,231.0,Shawn Roberts,648.0,101055.0,Horror,Julian Richings,Survival of the Dead ,17478,1951,delaware|feud|island|undead|zombie,0,delaware|feud|island|undead|zombie,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,159.0,English,USA,R,4000000.0,2009.0,529.0,5.0,2.35,0
3887, Black and White,Unrated,284.0,96.0,0.0,56.0,Duane Jones,125.0,48468407.52680933,Drama|Horror|Mystery,Judith O'Dea,Night of the Living Dead ,87978,403,cemetery|farmhouse|radiation|running out of gas|zombie,5,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,580.0,English,USA,Unrated,114000.0,1968.0,108.0,8.0,1.85,0
3888,Color,R,265.0,101.0,0.0,11.0,Bill Murray,19000.0,44566004.0,Drama,Scarlett Johansson,Lost in Translation ,321283,32015,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,1848.0,English,USA,R,4000000.0,2003.0,13000.0,7.8,1.85,17000
3889,Color,PG,154.0,93.0,11000.0,629.0,Carol Kane,11000.0,39200000.0,Comedy|Romance,Woody Allen,Annie Hall ,192940,12691,breaking the fourth wall|comedian|jewish|neurosis|singer,0,breaking the fourth wall|comedian|jewish|neurosis|singer,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,491.0,English,USA,PG,4000000.0,1977.0,636.0,8.1,1.37,0
3890,Color,Not Rated,44.0,152.0,309.0,132.0,Dorothy Lamour,232.0,36000000.0,Drama|Family|Romance,Gloria Grahame,The Greatest Show on Earth ,9456,825,circus|clown|elephant trainer|trapeze|trapeze artist,0,circus|clown|elephant trainer|trapeze|trapeze artist,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,107.0,English,USA,Not Rated,4000000.0,1952.0,178.0,6.7,1.37,625
3891,Color,PG-13,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Action|Adventure|Drama,Christian Bale,Exodus: Gods and Kings ,128694,26489,egypt|exodus|moses|pharaoh|plague,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657.0,English,UK,PG-13,140000000.0,2014.0,892.0,6.1,2.35,51000
3892,Color,R,153.0,112.0,395.0,80.0,Peter Boyle,13000.0,31252964.0,Drama|Romance,Heath Ledger,Monster's Ball ,71495,13707,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,522.0,English,USA,R,4000000.0,2001.0,595.0,7.1,2.35,0
3893,Color,PG-13,256.0,95.0,9.0,428.0,J.D. Evermore,584.0,131175.0,Drama|Horror,Joely Richardson,Maggie ,30219,1885,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,200.0,English,USA,PG-13,8500000.0,2015.0,430.0,5.6,2.35,22000
3894,Color,R,123.0,111.0,81.0,687.0,Valeria Golino,12000.0,31968347.0,Drama|Romance,Nicolas Cage,Leaving Las Vegas ,93894,14823,alcoholic|bar|love|prostitute|sex,0,alcoholic|bar|love|prostitute|sex,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,286.0,English,USA,R,3600000.0,1995.0,898.0,7.6,1.66,0
3895,Color,Desconocido,46.0,86.0,2.0,555.0,Lara Flynn Boyle,707.0,48468407.52680933,Comedy|Horror,Molly C. Quinn,Hansel & Gretel Get Baked ,2806,2634,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,11.0,English,USA,Desconocido,4500000.0,2013.0,619.0,4.3,1.78,0
3896,Color,R,203.0,108.0,228.0,358.0,Clu Gulager,431.0,48468407.52680933,Comedy|Horror|Sci-Fi,Linnea Quigley,The Return of the Living Dead ,39857,2020,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,300.0,English,USA,R,4000000.0,1985.0,426.0,7.3,1.85,0
3897,Color,PG,34.0,105.0,0.0,116.0,Harold Gould,597.0,48468407.52680933,Comedy|Drama|Romance,Austin Pendleton,The Front Page ,9007,1218,1920s|communist|escape from jail|newspaper|reporter,2,1920s|communist|escape from jail|newspaper|reporter,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,50.0,English,USA,PG,4000000.0,1974.0,222.0,7.3,2.35,661
3898,Color,R,149.0,91.0,357.0,326.0,Hill Harper,3000.0,35385560.0,Mystery|Thriller,Ryan Guzman,The Boy Next Door ,27198,4807,adultery|argument|older woman younger man relationship|oral sex|sex scene,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,131.0,English,USA,R,4000000.0,2015.0,465.0,4.6,2.35,8000
3899,Color,Approved,20.0,105.0,82.0,69.0,Katy Jurado,746.0,48468407.52680933,Drama|Romance,Gina Lollobrigida,Trapeze ,3102,986,acrobat|circus|cripple|trapeze|trapeze artist,0,acrobat|circus|cripple|trapeze|trapeze artist,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,35.0,English,USA,Approved,4000000.0,1956.0,119.0,6.8,2.35,283
3900,Color,TV-MA,9.0,60.0,686.5092123911724,904.0,Dylan Minnette,1000.0,48468407.52680933,Drama|Fantasy,Holly Hunter,Saving Grace             ,3852,5203,catholic|death row|inmate|oklahoma city|sexual promiscuity,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,47.0,English,USA,TV-MA,39752620.436387606,2002.4705167173252,1000.0,7.5,1.78,634
3901,Color,R,323.0,106.0,450.0,712.0,Mia Wasikowska,14000.0,20803237.0,Comedy|Drama,Josh Hutcherson,The Kids Are All Right ,110616,18645,biological father|college|motorcycle|sperm|sperm donor,1,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,291.0,English,USA,R,3500000.0,2010.0,3000.0,7.1,1.85,16000
3902,Color,R,172.0,93.0,0.0,133.0,Peter Jason,355.0,13008928.0,Horror|Sci-Fi|Thriller,Meg Foster,They Live ,73501,837,alien|brainwashing|construction worker|sunglasses|teleportation,0,alien|brainwashing|construction worker|sunglasses|teleportation,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,333.0,English,USA,R,4000000.0,1988.0,151.0,7.3,2.35,27000
3903,Color,Approved,111.0,172.0,120.0,145.0,Donald Pleasence,773.0,48468407.52680933,Adventure|Drama|History|Thriller|War,James Coburn,The Great Escape ,165638,1785,digging|escape|escape attempt|prisoner|tunnel,0,digging|escape|escape attempt|prisoner|tunnel,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,301.0,English,USA,Approved,4000000.0,1963.0,742.0,8.3,2.35,8000
3904, Black and White,Unrated,74.0,109.0,0.0,428.0,Elaine Hendrix,847.0,10941801.0,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,Marlee Matlin,What the #$*! Do We (K)now!? ,12059,2649,consciousness|photographer|radical|science|scientist,0,consciousness|photographer|radical|science|scientist,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,486.0,English,USA,Unrated,39752620.436387606,2004.0,670.0,5.4,1.85,2000
3905,Color,PG-13,161.0,93.0,8.0,400.0,Spencer Treat Clark,45000.0,15152879.0,Drama|Horror|Thriller,Muse Watson,The Last Exorcism Part II ,13506,46868,car fire|evil|hospital|hotel|prophecy,0,car fire|evil|hospital|hotel|prophecy,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,68.0,English,France,PG-13,5000000.0,2013.0,541.0,4.0,2.35,0
3906,Color,R,548.0,165.0,0.0,127.0,Lorelei Linklater,230.0,25359200.0,Drama,Ellar Coltrane,Boyhood ,266020,673,12 year time span|coming of age|domestic abuse|growing up|separated parents,0,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,836.0,English,USA,R,4000000.0,2014.0,193.0,8.0,1.85,92000
3907,Color,PG-13,177.0,96.0,11000.0,405.0,Kevin McNally,19000.0,10515579.0,Comedy|Crime|Mystery,Scarlett Johansson,Scoop ,66840,20132,english garden|fake drowning|fake parent|musical instrument|poker the card game,0,english garden|fake drowning|fake parent|musical instrument|poker the card game,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,248.0,English,UK,PG-13,4000000.0,2006.0,427.0,6.7,1.85,0
3908,Color,PG-13,230.0,119.0,13000.0,567.0,Estella Warren,1000.0,180011740.0,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,177729,2776,astronaut|cage|planet|wilhelm scream|year 2029,0,astronaut|cage|planet|wilhelm scream|year 2029,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,1368.0,English,USA,PG-13,100000000.0,2001.0,658.0,5.7,2.35,0
3909,Color,R,27.0,93.0,69.0,69.0,Dr. Dre,522.0,10097096.0,Comedy,Angell Conwell,The Wash ,5612,955,african american stereotype|car wash|rent|roommate|threatening telephone call,2,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,38.0,English,USA,R,4000000.0,2001.0,231.0,4.6,1.85,842
3910,Color,R,22.0,82.0,69.0,585.0,Mike Epps,939.0,9821335.0,Comedy,Mo'Nique,3 Strikes ,1415,3354,adult diaper|diaper|digit in title|dream|sawed off shotgun,1,adult diaper|diaper|digit in title|dream|sawed off shotgun,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,10.0,English,USA,R,6000000.0,2000.0,706.0,4.0,1.85,118
3911,Color,R,157.0,101.0,47.0,407.0,Paul Sorvino,658.0,8243880.0,Crime|Drama|Fantasy|Romance,Estella Warren,The Cooler ,28714,3086,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,1,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,215.0,English,USA,R,3200000.0,2003.0,636.0,7.0,2.35,762
3912, Black and White,Approved,70.0,120.0,1000.0,268.0,Kevin McCarthy,862.0,48468407.52680933,Drama|Romance|Western,Montgomery Clift,The Misfits ,12981,1652,cowboy|divorce|horse|sexy|wild horse,2,cowboy|divorce|horse|sexy|wild horse,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,121.0,English,USA,Approved,4000000.0,1961.0,403.0,7.4,1.66,0
3913,Color,R,125.0,81.0,5.0,710.0,Joe Morton,49000.0,7825820.0,Crime|Mystery|Thriller,Robin Williams,The Night Listener ,13086,50831,boy|radio show|social worker|telephone|wisconsin,0,boy|radio show|social worker|telephone|wisconsin,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,156.0,English,USA,R,4000000.0,2006.0,780.0,5.9,1.85,576
3914,Color,R,10.0,82.0,7.0,27.0,William Hickey,584.0,7557877.0,Comedy|Crime,Vincent Pastore,The Jerky Boys ,2129,1002,critically bashed|mafia|police|telephone|unemployment,0,critically bashed|mafia|police|telephone|unemployment,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,37.0,English,USA,R,39752620.436387606,1995.0,246.0,4.6,1.85,138
3915,Color,R,160.0,107.0,0.0,255.0,Emily Meade,798.0,14637490.0,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,16411,2537,evil|killer|murder|psychopath|serial killer,2,evil|killer|murder|psychopath|serial killer,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136.0,English,USA,R,25000000.0,2010.0,374.0,4.8,2.35,0
3916,Color,R,300.0,105.0,171.0,143.0,Belén Rueda,382.0,7159147.0,Drama|Mystery|Thriller,Geraldine Chaplin,The Orphanage ,120189,954,dead children|ghost|missing child|orphan|orphanage,0,dead children|ghost|missing child|orphan|orphanage,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,308.0,Spanish,Spain,R,3400000.0,2007.0,273.0,7.5,2.35,11000
3917,Color,R,69.0,86.0,89.0,511.0,Essence Atkins,986.0,17314483.0,Comedy|Fantasy,Ashley Rickards,A Haunted House 2 ,14621,4073,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,2,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,48.0,English,USA,R,4000000.0,2014.0,713.0,4.7,1.85,0
3918,Color,R,143.0,110.0,675.0,968.0,Faye Dunaway,16000.0,6525762.0,Comedy|Drama|Romance,Ian Somerhalder,The Rules of Attraction ,44339,19928,bisexual|college|drug dealer|drugs|student,2,bisexual|college|drug dealer|drugs|student,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,425.0,English,USA,R,4000000.0,2002.0,977.0,6.7,1.85,0
3919,Color,M,50.0,127.0,13000.0,148.0,John Vernon,204.0,48468407.52680933,Drama|Thriller,Roscoe Lee Browne,Topaz ,12677,753,1960s|agent|cuba|intelligence|spy,0,1960s|agent|cuba|intelligence|spy,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,89.0,English,USA,M,4000000.0,1969.0,187.0,6.3,1.85,414
3920,Color,R,46.0,90.0,0.0,242.0,Chi McBride,812.0,4613815.0,Comedy|Crime,Dylan Baker,Let's Go to Prison ,19622,1566,illinois|judge|male full back nudity|revenge|wine tasting,0,illinois|judge|male full back nudity|revenge|wine tasting,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,58.0,English,USA,R,39752620.436387606,2006.0,466.0,6.0,1.85,931
3921,Color,R,51.0,110.0,99.0,960.0,Alicia Witt,4000.0,4301331.0,Comedy|Fantasy,Salma Hayek,Four Rooms ,78241,7921,bellhop|coven|gangster|hotel|new year's eve,6,bellhop|coven|gangster|hotel|new year's eve,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,177.0,English,USA,R,4000000.0,1995.0,975.0,6.7,1.85,0
